Datum;Erster;Hoch;Tief;Schlusskurs;Volumen
2016-09-19;50,62;50,62;50,62;50,62;307,00
2016-09-16;50,56;50,99;50,504;50,504;1.761,00
2016-09-15;51,066;51,066;50,555;51,04;709,00
2016-09-14;50,664;50,664;50,664;50,664;300,00
2016-09-13;50,63;50,65;50,63;50,645;536,00
2016-09-12;50,56;50,61;50,56;50,61;377,00
2016-09-09;50,774;50,774;50,47;50,481;1.113,00
2016-09-07;50,03;50,65;50,03;50,65;1.587,00
2016-09-06;50,70;50,70;50,00;50,305;1.418,00
2016-09-05;50,80;50,83;50,80;50,82;1.207,00
2016-09-02;50,785;50,785;50,785;50,785;4,00
2016-09-01;50,79;50,79;50,784;50,784;311,00
2016-08-31;50,81;51,045;50,78;50,78;3.705,00
2016-08-30;50,755;51,085;50,755;51,085;792,00
2016-08-29;50,821;51,09;50,63;50,63;863,00
2016-08-26;50,83;50,83;50,83;50,83;1,00
2016-08-25;50,82;51,16;50,82;50,83;1.195,00
2016-08-24;50,74;51,16;50,74;51,15;2.107,00
2016-08-23;50,873;50,99;50,44;50,535;2.070,00
2016-08-22;50,861;51,15;50,861;51,15;330,00
2016-08-19;50,805;51,16;50,805;51,16;987,00
2016-08-18;50,96;51,18;50,895;50,90;1.813,00
2016-08-17;51,178;51,18;50,873;51,18;1.917,00
2016-08-16;51,18;51,18;50,74;50,87;2.998,00
2016-08-15;50,711;50,711;50,711;50,711;0,00
2016-08-12;51,09;51,09;50,70;50,70;2.350,00
2016-08-11;51,48;51,48;51,045;51,05;1.385,00
2016-08-10;51,07;51,07;51,02;51,02;1.334,00
2016-08-09;51,075;51,075;51,075;51,075;4,00
2016-08-08;51,29;51,29;51,051;51,27;3.846,00
2016-08-05;51,21;51,45;51,05;51,05;1.510,00
2016-08-04;50,955;51,48;50,955;51,22;2.619,00
2016-08-03;51,04;51,27;50,95;51,08;5.020,00
2016-08-02;51,082;51,16;51,082;51,16;25,00
2016-08-01;51,43;51,43;51,07;51,07;3.975,00
2016-07-29;51,16;51,19;51,16;51,18;593,00
2016-07-28;51,58;51,823;51,08;51,13;5.241,00
2016-07-27;51,47;51,89;50,953;51,463;901,00
2016-07-26;51,48;51,48;51,46;51,47;675,00
2016-07-25;51,41;51,924;51,41;51,42;228,00
2016-07-22;52,217;52,217;51,695;51,695;11,00
2016-07-20;50,64;51,70;50,64;51,70;2.955,00
2016-07-19;51,50;51,50;50,71;51,20;2.406,00
2016-07-18;52,12;52,12;51,50;52,08;2.418,00
2016-07-15;51,90;52,00;51,90;52,00;548,00
2016-07-14;51,822;52,24;51,80;51,85;3.763,00
2016-07-13;51,93;51,93;51,80;51,83;1.150,00
2016-07-12;51,89;52,10;51,81;51,81;3.003,00
2016-07-11;51,99;51,99;51,25;51,889;2.652,00
2016-07-08;51,85;51,85;51,85;51,85;1.300,00
2016-07-07;51,82;51,82;51,50;51,57;2.672,00
2016-07-06;52,05;52,05;51,75;51,765;705,00
2016-07-05;51,90;51,90;51,62;51,703;2.617,00
2016-07-04;51,95;52,11;51,80;51,81;5.039,00
2016-07-01;52,09;52,09;52,09;52,09;300,00
2016-06-30;51,78;52,11;51,78;52,11;375,00
2016-06-29;51,74;51,74;51,74;51,74;38,00
2016-06-28;51,73;52,00;51,73;52,00;551,00
2016-06-27;51,74;51,995;51,73;51,995;1.657,00
2016-06-23;51,92;51,92;51,92;51,92;62,00
2016-06-22;52,20;52,20;51,90;52,18;1.594,00
2016-06-21;52,04;52,20;52,03;52,20;1.719,00
2016-06-20;52,02;52,37;52,02;52,04;3.163,00
2016-06-17;52,025;52,025;52,012;52,02;536,00
2016-06-16;52,11;52,23;51,80;51,80;1.266,00
2016-06-15;52,39;52,48;52,033;52,29;1.019,00
2016-06-14;51,85;52,47;51,85;52,47;2.411,00
2016-06-13;52,39;52,39;52,023;52,023;324,00
2016-06-10;52,012;52,012;52,012;52,012;59,00
2016-06-09;52,31;52,31;52,001;52,001;1.748,00
2016-06-08;52,31;52,31;52,31;52,31;100,00
2016-06-07;51,72;52,20;51,70;52,20;1.112,00
2016-06-06;52,20;52,20;51,83;52,00;1.740,00
2016-06-03;51,76;51,76;51,75;51,75;129,00
2016-06-02;52,022;52,053;51,90;51,90;4.782,00
2016-06-01;52,30;52,30;52,30;52,30;45,00
2016-05-31;52,04;52,053;52,031;52,053;1.344,00
2016-05-30;52,35;52,35;52,15;52,15;255,00
2016-05-27;52,25;52,35;52,031;52,35;810,00
2016-05-26;52,142;52,29;52,142;52,29;2.100,00
2016-05-25;52,289;52,289;52,13;52,15;778,00
2016-05-24;52,10;52,10;52,06;52,07;1.543,00
2016-05-23;52,03;52,041;52,03;52,041;354,00
2016-05-20;52,00;52,00;52,00;52,00;570,00
2016-05-18;52,10;52,13;51,90;51,90;1.055,00
2016-05-17;51,69;51,69;51,682;51,69;291,00
2016-05-13;51,69;52,15;51,69;52,15;1.419,00
2016-05-11;51,72;51,72;51,72;51,72;269,00
2016-05-10;51,71;51,722;51,71;51,722;100,00
2016-05-09;51,71;52,00;51,69;51,72;1.482,00
2016-05-06;51,60;51,68;51,60;51,68;1.134,00
2016-05-04;51,631;51,631;51,55;51,58;643,00
2016-05-03;51,64;51,64;51,61;51,62;607,00
2016-05-02;51,65;52,25;51,65;52,25;1.238,00
2016-04-29;51,90;51,99;51,90;51,99;850,00
2016-04-28;51,90;51,90;51,90;51,90;194,00
2016-04-27;51,54;51,95;51,54;51,557;298,00
2016-04-25;51,40;51,685;51,40;51,68;836,00
2016-04-22;51,40;51,59;51,40;51,59;2.496,00
2016-04-21;51,60;51,60;51,585;51,585;1.290,00
2016-04-20;51,45;51,45;51,122;51,34;1.461,00
2016-04-19;51,30;51,44;51,14;51,141;210,00
2016-04-18;51,10;51,10;51,10;51,10;62,00
2016-04-15;51,091;51,091;51,09;51,09;1.570,00
2016-04-14;51,21;51,22;51,09;51,091;1.521,00
2016-04-13;51,15;51,25;51,09;51,09;1.772,00
2016-04-12;51,016;51,03;51,016;51,03;311,00
2016-04-11;51,12;51,19;51,00;51,015;4.073,00
2016-04-08;51,13;51,13;51,021;51,03;461,00
2016-04-07;51,13;51,139;50,951;50,951;225,00
2016-04-06;51,01;51,14;51,01;51,14;1.969,00
2016-04-05;51,20;51,20;51,011;51,199;1.703,00
2016-04-04;51,179;51,179;50,93;50,93;194,00
2016-04-01;50,94;51,28;50,94;51,28;848,00
2016-03-31;50,93;50,93;50,93;50,93;624,00
2016-03-29;50,821;51,18;50,821;51,18;71,00
2016-03-24;51,22;51,22;51,22;51,22;100,00
2016-03-23;50,61;50,88;50,61;50,88;1.270,00
2016-03-22;51,09;51,09;50,50;50,63;6.494,00
2016-03-21;50,711;50,711;50,711;50,711;200,00
2016-03-18;51,089;51,089;50,61;50,61;102,00
2016-03-17;51,08;51,08;50,91;50,91;40,00
2016-03-16;50,96;50,96;50,634;50,634;1.134,00
2016-03-15;51,10;51,10;50,91;50,96;1.876,00
2016-03-14;51,00;51,145;50,745;50,76;1.638,00
2016-03-11;50,81;51,14;50,60;50,671;5.252,00
2016-03-10;51,15;51,15;50,81;50,82;6.145,00
2016-03-09;51,12;51,23;51,12;51,23;1.245,00
2016-03-08;51,01;51,11;51,01;51,01;411,00
2016-03-07;51,05;51,18;51,01;51,01;2.369,00
2016-03-04;51,09;51,09;51,09;51,09;200,00
2016-03-03;50,97;51,011;50,961;51,011;41,00
2016-03-02;50,951;50,96;50,951;50,96;401,00
2016-03-01;50,95;51,10;50,95;51,10;1.360,00
2016-02-29;51,00;51,30;50,935;51,08;4.623,00
2016-02-26;51,19;51,19;50,92;50,933;559,00
2016-02-25;51,15;51,15;51,02;51,15;674,00
2016-02-24;51,15;51,15;51,02;51,02;337,00
2016-02-23;51,02;51,40;51,02;51,02;1.133,00
2016-02-22;51,10;51,10;51,00;51,01;1.888,00
2016-02-19;51,222;51,225;51,09;51,09;2.190,00
2016-02-18;51,30;51,55;51,10;51,55;2.705,00
2016-02-17;51,20;51,20;51,20;51,20;400,00
2016-02-16;51,05;51,05;50,87;50,87;1.560,00
2016-02-15;51,05;51,05;51,041;51,041;301,00
2016-02-12;51,53;51,53;51,05;51,06;867,00
2016-02-11;51,19;51,19;51,05;51,05;1.060,00
2016-02-10;50,83;51,17;50,83;51,17;124,00
2016-02-09;50,87;50,87;50,87;50,87;152,00
2016-02-08;51,08;51,48;50,96;51,48;2.394,00
2016-02-05;51,09;51,09;51,09;51,09;330,00
2016-02-04;51,09;51,20;51,082;51,082;3.869,00
2016-02-03;51,12;51,16;51,09;51,09;1.485,00
2016-02-02;51,08;51,51;51,08;51,255;986,00
2016-02-01;50,87;51,50;50,87;51,04;585,00
2016-01-29;50,87;51,25;50,87;51,25;905,00
2016-01-27;51,09;51,09;50,75;51,08;2.641,00
2016-01-26;50,613;50,761;50,613;50,761;425,00
2016-01-25;50,70;50,89;50,70;50,89;1.739,00
2016-01-22;50,532;50,65;50,43;50,65;2.252,00
2016-01-21;50,53;50,53;50,53;50,53;9,00
2016-01-20;50,44;50,465;50,44;50,465;93,00
2016-01-19;50,53;50,80;50,42;50,52;2.024,00
2016-01-18;50,41;50,41;50,31;50,31;748,00
2016-01-15;50,41;50,85;50,41;50,85;220,00
2016-01-14;50,32;50,32;50,31;50,31;557,00
2016-01-13;50,80;50,80;50,30;50,495;1.526,00
2016-01-12;49,85;50,40;49,823;50,31;2.836,00
2016-01-11;50,25;50,39;49,75;49,88;1.850,00
2016-01-08;49,70;50,25;49,61;50,25;1.932,00
2016-01-07;49,85;50,15;49,61;49,65;4.490,00
2016-01-06;50,02;50,15;49,81;49,87;5.756,00
2016-01-05;50,02;50,31;50,02;50,31;1.732,00
2016-01-04;49,80;50,40;49,612;50,30;1.561,00
2015-12-30;50,021;50,021;49,60;49,60;2.104,00
2015-12-29;50,23;50,50;50,00;50,10;1.398,00
2015-12-28;50,00;50,50;50,00;50,50;1.420,00
2015-12-23;50,02;50,02;50,02;50,02;19,00
2015-12-22;50,18;50,18;50,01;50,01;563,00
2015-12-21;50,00;50,01;49,91;50,01;944,00
2015-12-18;50,01;50,50;50,01;50,50;396,00
2015-12-17;50,01;50,40;50,01;50,40;233,00
2015-12-16;49,86;50,45;49,86;50,01;621,00
2015-12-15;50,32;50,32;49,80;49,80;289,00
2015-12-14;50,00;50,00;49,64;49,801;1.991,00
2015-12-11;50,42;50,42;50,17;50,17;1.181,00
2015-12-10;50,45;50,45;50,45;50,45;149,00
2015-12-09;50,55;50,55;50,55;50,55;300,00
2015-12-08;50,47;50,551;50,43;50,551;1.171,00
2015-12-07;51,06;51,06;50,34;50,34;1.993,00
2015-12-04;50,634;51,00;50,634;50,70;154,00
2015-12-03;50,80;50,80;50,80;50,80;973,00
2015-12-02;50,62;50,62;50,62;50,62;7,00
2015-12-01;50,951;50,951;50,951;50,951;7,00
2015-11-30;51,01;51,01;50,952;50,952;1.199,00
2015-11-27;50,81;51,085;50,81;50,91;1.149,00
2015-11-26;50,81;51,00;50,81;51,00;175,00
2015-11-25;50,81;50,81;50,81;50,81;15,00
2015-11-23;50,81;50,81;50,81;50,81;7,00
2015-11-20;50,801;51,08;50,801;51,08;454,00
2015-11-19;50,656;50,91;50,656;50,71;2.521,00
2015-11-18;50,90;50,90;50,90;50,90;900,00
2015-11-17;50,83;50,831;50,83;50,83;1.242,00
2015-11-16;50,87;51,00;50,86;50,86;996,00
2015-11-13;51,44;51,44;51,00;51,00;2.620,00
2015-11-12;51,00;51,00;51,00;51,00;525,00
2015-11-11;50,99;51,45;50,99;51,45;1.649,00
2015-11-10;50,85;50,90;50,652;50,895;3.678,00
2015-11-09;50,90;50,90;50,80;50,80;4.775,00
2015-11-06;50,94;50,94;50,89;50,89;1.113,00
2015-11-05;50,81;50,81;50,81;50,81;138,00
2015-11-04;50,71;50,71;50,70;50,70;328,00
2015-11-03;50,88;50,89;50,66;50,66;948,00
2015-11-02;50,72;50,93;50,66;50,66;230,00
2015-10-30;50,72;50,89;50,71;50,89;1.175,00
2015-10-29;50,83;50,83;50,67;50,71;1.599,00
2015-10-28;50,84;50,84;50,84;50,84;50,00
2015-10-27;50,671;50,89;50,67;50,672;1.168,00
2015-10-26;50,73;50,96;50,64;50,64;787,00
2015-10-23;50,71;50,71;50,71;50,71;800,00
2015-10-22;50,60;50,79;50,60;50,668;3.411,00
2015-10-21;50,87;50,87;50,86;50,86;4.439,00
2015-10-20;50,92;50,92;50,865;50,865;2.016,00
2015-10-19;50,80;50,86;50,80;50,86;1.267,00
2015-10-16;50,91;51,18;50,901;51,18;786,00
2015-10-15;50,90;50,90;50,90;50,90;410,00
2015-10-14;50,88;50,89;50,75;50,89;2.189,00
2015-10-13;50,632;50,632;50,63;50,63;993,00
2015-10-12;50,612;50,612;50,612;50,612;66,00
2015-10-09;50,472;50,48;50,472;50,48;659,00
2015-10-08;50,511;50,511;50,511;50,511;299,00
2015-10-06;50,34;50,34;50,34;50,34;98,00
2015-10-05;50,99;50,99;50,333;50,40;1.090,00
2015-10-02;50,35;50,35;50,35;50,35;952,00
2015-10-01;50,48;50,70;50,45;50,45;1.975,00
2015-09-30;50,25;50,48;50,17;50,48;3.170,00
2015-09-29;50,29;50,29;50,255;50,255;885,00
2015-09-28;50,48;50,49;50,271;50,271;1.212,00
2015-09-25;50,30;50,40;50,262;50,28;1.098,00
2015-09-24;50,32;50,32;50,26;50,265;1.106,00
2015-09-23;50,382;50,382;50,38;50,38;1.218,00
2015-09-22;50,56;50,56;50,325;50,325;3.092,00
2015-09-21;50,355;50,995;50,321;50,95;431,00
2015-09-18;50,59;50,59;50,352;50,59;1.307,00
2015-09-16;50,43;50,43;50,33;50,33;121,00
2015-09-15;50,61;50,79;50,32;50,32;2.264,00
2015-09-14;50,49;50,49;50,49;50,49;700,00
2015-09-11;50,48;50,48;50,48;50,48;400,00
2015-09-10;50,223;50,272;50,223;50,272;210,00
2015-09-08;50,25;50,25;50,25;50,25;2.295,00
2015-09-07;50,79;50,79;50,79;50,79;60,00
2015-09-04;50,255;50,60;50,255;50,60;332,00
2015-09-03;50,41;50,80;50,41;50,80;2.280,00
2015-09-02;50,50;50,50;50,50;50,50;272,00
2015-09-01;50,875;50,875;50,42;50,42;224,00
2015-08-31;50,34;50,34;50,34;50,34;214,00
2015-08-28;50,42;50,42;50,41;50,41;50,00
2015-08-27;50,78;50,78;50,38;50,39;1.948,00
2015-08-26;50,56;50,56;50,56;50,56;750,00
2015-08-25;50,653;50,79;50,362;50,79;429,00
2015-08-24;50,62;50,62;50,30;50,30;2.887,00
2015-08-21;50,80;50,80;50,61;50,61;1.536,00
2015-08-18;50,61;50,61;50,61;50,61;60,00
2015-08-17;50,28;50,68;50,28;50,29;736,00
2015-08-14;50,265;50,265;50,265;50,265;106,00
2015-08-13;50,26;50,26;50,255;50,255;318,00
2015-08-12;50,06;50,20;50,06;50,20;1.745,00
2015-08-11;50,36;50,37;50,12;50,12;589,00
2015-08-10;50,25;50,36;50,071;50,36;703,00
2015-08-07;50,36;50,36;50,06;50,06;73,00
2015-08-06;49,77;50,19;49,77;49,97;2.937,00
2015-08-05;50,01;50,01;49,71;49,80;5.891,00
2015-08-04;50,00;50,37;50,00;50,01;1.561,00
2015-08-03;49,82;50,38;49,82;50,01;840,00
2015-07-31;49,822;49,822;49,822;49,822;299,00
2015-07-30;49,81;49,83;49,80;49,80;726,00
2015-07-29;49,85;49,85;49,81;49,81;850,00
2015-07-28;49,82;49,82;49,82;49,82;119,00
2015-07-27;50,00;50,00;49,81;50,00;404,00
2015-07-24;49,71;50,00;49,71;49,90;1.891,00
2015-07-23;49,60;50,00;49,60;49,74;2.949,00
2015-07-22;50,00;50,00;49,62;49,64;1.057,00
2015-07-21;49,99;50,00;49,99;50,00;425,00
2015-07-20;49,39;50,05;49,39;49,985;3.387,00
2015-07-16;49,76;49,98;49,75;49,98;729,00
2015-07-15;49,60;49,60;49,035;49,60;1.381,00
2015-07-14;48,65;49,305;48,65;49,305;1.167,00
2015-07-13;50,50;50,50;50,50;50,50;200,00
2015-07-10;49,95;49,95;49,50;49,50;885,00
2015-07-08;50,42;50,42;50,42;50,42;160,00
2015-07-07;49,92;49,93;49,92;49,93;305,00
2015-07-06;49,81;49,94;49,81;49,94;555,00
2015-07-03;49,90;50,05;49,90;49,90;1.042,00
2015-07-02;50,70;50,70;50,10;50,10;1.311,00
2015-07-01;50,07;50,08;50,07;50,08;107,00
2015-06-30;50,036;50,60;50,036;50,10;1.282,00
2015-06-29;50,00;50,79;50,00;50,79;617,00
2015-06-26;50,01;50,50;50,00;50,50;1.730,00
2015-06-25;50,02;50,02;50,02;50,02;321,00
2015-06-24;50,022;50,022;50,022;50,022;299,00
2015-06-23;50,10;50,45;50,10;50,10;1.666,00
2015-06-22;50,115;50,115;50,03;50,10;654,00
2015-06-19;50,10;50,55;50,01;50,01;995,00
2015-06-18;50,22;50,22;50,20;50,20;474,00
2015-06-17;50,21;50,41;50,12;50,41;410,00
2015-06-16;50,585;50,585;49,81;50,21;4.363,00
2015-06-15;50,31;50,31;50,31;50,31;400,00
2015-06-12;50,59;50,60;50,59;50,59;2.600,00
2015-06-11;50,74;50,97;50,61;50,64;1.529,00
2015-06-10;50,78;51,20;50,55;51,20;970,00
2015-06-09;51,05;51,25;51,02;51,02;2.021,00
2015-06-08;51,24;51,54;51,015;51,015;2.455,00
2015-06-04;51,50;51,50;51,25;51,25;98,00
2015-06-03;51,165;51,42;51,165;51,42;603,00
2015-06-02;51,411;51,935;51,365;51,365;1.709,00
2015-06-01;51,70;51,70;51,522;51,60;591,00
2015-05-29;51,73;51,73;51,50;51,70;3.599,00
2015-05-28;51,72;51,72;51,715;51,72;1.020,00
2015-05-27;51,85;51,85;51,715;51,715;1.883,00
2015-05-26;51,855;52,01;51,855;52,01;12,00
2015-05-22;51,96;52,00;51,81;51,90;3.428,00
2015-05-21;51,81;51,81;51,81;51,81;183,00
2015-05-20;51,82;51,95;51,82;51,95;865,00
2015-05-19;51,71;51,90;51,65;51,81;2.765,00
2015-05-18;51,70;51,85;51,66;51,85;2.027,00
2015-05-15;51,70;51,715;51,70;51,71;2.144,00
2015-05-13;51,615;51,90;51,615;51,90;83,00
2015-05-12;51,62;51,62;51,612;51,612;111,00
2015-05-11;51,70;51,70;51,61;51,62;962,00
2015-05-08;51,89;51,89;51,58;51,58;780,00
2015-05-07;51,75;51,75;51,56;51,56;166,00
2015-05-05;51,93;51,94;51,555;51,56;372,00
2015-04-30;51,46;51,55;51,46;51,55;224,00
2015-04-29;51,60;51,60;51,46;51,46;1.323,00
2015-04-28;51,51;51,80;51,455;51,515;2.736,00
2015-04-27;51,95;51,95;51,75;51,75;805,00
2015-04-24;51,94;51,98;51,50;51,50;1.655,00
2015-04-23;51,75;51,985;51,50;51,52;2.637,00
2015-04-22;51,655;51,80;51,655;51,80;199,00
2015-04-21;51,665;51,665;51,66;51,66;1.033,00
2015-04-20;51,81;52,00;51,80;51,90;1.260,00
2015-04-17;51,95;51,95;51,62;51,62;1.010,00
2015-04-16;51,69;51,69;51,56;51,60;2.113,00
2015-04-15;51,50;51,70;51,50;51,52;2.549,00
2015-04-14;51,74;51,75;51,74;51,75;1.262,00
2015-04-13;52,00;52,00;51,66;51,66;560,00
2015-04-10;51,62;51,95;51,62;51,95;151,00
2015-04-09;51,58;51,58;51,58;51,58;72,00
2015-04-08;51,93;51,93;51,54;51,54;106,00
2015-04-07;51,45;51,60;51,45;51,47;1.868,00
2015-04-02;51,45;51,45;51,41;51,41;590,00
2015-04-01;51,405;51,58;51,405;51,58;1.120,00
2015-03-31;51,41;51,585;51,405;51,405;411,00
2015-03-30;51,41;51,59;51,40;51,59;1.583,00
2015-03-27;51,41;51,43;51,405;51,405;600,00
2015-03-26;51,41;51,41;51,40;51,40;1.394,00
2015-03-24;51,50;51,50;51,42;51,42;247,00
2015-03-20;51,44;51,44;51,415;51,42;339,00
2015-03-19;51,66;51,94;51,50;51,50;1.688,00
2015-03-18;51,55;51,94;51,55;51,66;346,00
2015-03-17;51,66;51,79;51,65;51,65;940,00
2015-03-16;51,69;51,78;51,45;51,45;2.147,00
2015-03-13;51,40;51,69;51,40;51,405;1.664,00
2015-03-12;51,41;51,78;51,41;51,78;247,00
2015-03-11;51,41;51,41;51,41;51,41;65,00
2015-03-10;51,55;51,55;51,351;51,41;4.949,00
2015-03-09;51,68;51,68;51,36;51,36;1.111,00
2015-03-06;51,355;51,36;51,355;51,36;137,00
2015-03-05;51,37;51,66;51,355;51,355;551,00
2015-03-04;51,94;51,94;51,36;51,38;3.395,00
2015-03-03;51,515;51,515;51,515;51,515;209,00
2015-03-02;51,94;51,94;51,50;51,50;1.282,00
2015-02-27;51,42;51,45;51,42;51,45;21,00
2015-02-25;51,74;51,75;51,74;51,75;730,00
2015-02-24;51,50;51,50;51,165;51,165;611,00
2015-02-23;51,37;51,40;51,365;51,365;856,00
2015-02-19;51,48;51,89;51,33;51,36;2.039,00
2015-02-18;51,22;51,48;51,21;51,48;815,00
2015-02-17;51,07;51,07;51,065;51,07;997,00
2015-02-16;51,02;51,50;51,02;51,50;600,00
2015-02-13;51,19;51,21;51,015;51,015;478,00
2015-02-12;50,76;50,76;50,76;50,76;356,00
2015-02-11;50,78;50,78;50,71;50,71;1.577,00
2015-02-10;50,67;51,00;50,67;50,715;477,00
2015-02-09;50,11;50,66;50,11;50,66;748,00
2015-02-06;50,24;50,275;50,03;50,03;796,00
2015-02-05;49,99;50,23;49,755;50,23;2.609,00
2015-02-04;49,90;50,20;49,75;49,75;2.305,00
2015-02-03;50,25;50,26;49,80;49,80;2.453,00
2015-02-02;50,10;50,29;50,00;50,29;295,00
2015-01-30;50,25;50,25;49,50;49,76;1.665,00
2015-01-29;50,15;50,15;49,90;50,01;2.962,00
2015-01-28;50,30;50,30;50,00;50,10;1.884,00
2015-01-27;49,96;50,24;49,82;50,00;3.727,00
2015-01-26;50,35;50,40;50,00;50,00;3.352,00
2015-01-23;50,79;50,79;50,00;50,00;10.494,00
2015-01-22;50,45;50,45;50,415;50,42;479,00
2015-01-21;50,30;50,30;50,30;50,30;10,00
2015-01-20;50,115;50,60;50,115;50,60;1.791,00
2015-01-19;50,02;50,02;50,02;50,02;77,00
2015-01-16;50,40;50,40;49,955;49,97;142,00
2015-01-15;49,96;50,00;49,955;49,955;1.262,00
2015-01-14;50,21;50,21;49,955;49,955;43,00
2015-01-13;49,77;50,40;49,77;49,93;1.849,00
2015-01-12;49,80;50,20;49,58;49,75;2.883,00
2015-01-09;50,18;50,19;49,99;50,19;645,00
2015-01-07;49,70;49,76;49,53;49,76;894,00
2015-01-06;49,275;49,275;49,20;49,20;460,00
2015-01-05;49,59;49,60;49,59;49,60;187,00
2015-01-02;49,02;49,40;49,02;49,40;37,00
2014-12-29;48,92;49,17;48,72;49,17;1.419,00
2014-12-23;48,85;48,85;48,85;48,85;400,00
2014-12-22;48,90;48,90;48,85;48,85;736,00
2014-12-19;49,18;49,18;48,86;48,86;190,00
2014-12-18;48,70;48,70;48,70;48,70;325,00
2014-12-17;48,82;48,82;48,81;48,81;1.219,00
2014-12-16;48,80;48,81;48,80;48,80;610,00
2014-12-15;49,00;49,00;48,80;48,80;678,00
2014-12-12;49,13;49,13;49,13;49,13;460,00
2014-12-11;49,04;49,13;49,04;49,13;16,00
2014-12-10;49,50;49,50;49,50;49,50;103,00
2014-12-09;49,80;49,80;49,26;49,26;821,00
2014-12-08;49,73;49,88;49,70;49,88;456,00
2014-12-05;49,72;50,00;49,68;49,94;879,00
2014-12-04;49,76;50,15;49,61;49,61;1.526,00
2014-12-03;50,05;50,05;50,05;50,05;100,00
2014-12-02;50,05;50,35;50,05;50,05;752,00
2014-12-01;49,81;49,81;49,81;49,81;1.041,00
2014-11-28;50,15;50,15;50,14;50,14;135,00
2014-11-27;50,135;50,135;50,13;50,13;945,00
2014-11-26;50,21;50,21;50,14;50,14;892,00
2014-11-25;50,14;50,33;50,14;50,18;628,00
2014-11-21;50,36;50,36;50,11;50,36;2.501,00
2014-11-20;50,08;50,29;50,08;50,21;988,00
2014-11-19;50,27;50,27;50,25;50,25;40,00
2014-11-18;50,29;50,29;50,28;50,28;749,00
2014-11-17;50,29;50,29;50,29;50,29;200,00
2014-11-14;50,36;50,36;50,285;50,285;304,00
2014-11-13;50,365;50,365;50,36;50,36;30,00
2014-11-11;50,38;50,38;50,38;50,38;13,00
2014-11-10;50,33;50,33;50,20;50,20;183,00
2014-11-07;50,00;50,00;50,00;50,00;1.177,00
2014-11-06;50,22;50,28;50,22;50,26;3.184,00
2014-11-05;50,50;50,50;50,50;50,50;299,00
2014-11-04;50,13;50,90;50,13;50,90;210,00
2014-11-03;50,02;50,02;50,02;50,02;100,00
2014-10-31;50,02;50,50;50,02;50,50;53,00
2014-10-30;50,70;50,70;49,95;49,95;205,00
2014-10-28;50,00;50,00;50,00;50,00;164,00
2014-10-27;49,99;50,00;49,76;50,00;704,00
2014-10-24;49,73;49,73;49,73;49,73;323,00
2014-10-23;49,73;49,73;49,73;49,73;19,00
2014-10-22;49,75;49,75;49,75;49,75;1.020,00
2014-10-21;49,625;49,625;49,625;49,625;135,00
2014-10-20;49,51;49,76;49,51;49,54;1.386,00
2014-10-17;49,51;49,51;49,51;49,51;11,00
2014-10-16;49,55;49,55;49,55;49,55;469,00
2014-10-15;49,50;49,73;49,50;49,73;489,00
2014-10-13;49,47;49,88;49,47;49,88;3,00
2014-10-10;49,50;49,50;49,455;49,455;703,00
2014-10-09;49,51;49,51;49,51;49,51;20,00
2014-10-08;49,53;49,53;49,53;49,53;200,00
2014-10-07;49,51;49,51;49,51;49,51;3,00
2014-10-06;49,51;49,51;49,51;49,51;7,00
2014-10-02;49,58;49,58;49,58;49,58;200,00
2014-10-01;49,73;49,73;49,46;49,46;1.061,00
2014-09-29;49,46;49,46;49,46;49,46;205,00
2014-09-26;49,54;49,73;49,50;49,50;1.591,00
2014-09-25;49,75;49,75;49,55;49,55;74,00
2014-09-24;49,58;49,58;49,56;49,56;106,00
2014-09-22;49,56;49,58;49,56;49,58;528,00
2014-09-19;49,565;49,565;49,565;49,565;77,00
2014-09-18;49,565;49,57;49,561;49,57;12,00
2014-09-16;49,70;50,00;49,55;49,55;1.275,00
2014-09-15;49,37;49,69;49,311;49,38;1.485,00
2014-09-12;49,65;49,65;48,70;48,70;1.503,00
2014-09-11;49,55;49,56;49,55;49,555;1.203,00
2014-09-10;49,55;49,60;49,55;49,60;1.800,00
2014-09-09;49,56;49,56;49,555;49,555;18,00
2014-09-08;49,68;49,68;49,52;49,52;300,00
2014-09-05;49,51;49,51;49,35;49,35;1.189,00
2014-09-04;49,98;49,98;49,50;49,50;2.918,00
2014-09-03;49,715;49,715;49,715;49,715;148,00
2014-09-02;49,55;49,62;49,55;49,62;39,00
2014-09-01;49,97;49,97;49,53;49,53;295,00
2014-08-29;49,97;49,97;49,90;49,90;1.395,00
2014-08-28;49,97;49,97;49,97;49,97;900,00
2014-08-27;49,66;49,68;49,66;49,68;683,00
2014-08-26;49,97;49,98;49,73;49,97;2.656,00
2014-08-25;49,81;49,97;49,81;49,81;1.745,00
2014-08-22;49,66;49,71;49,66;49,71;187,00
2014-08-21;49,60;49,61;49,60;49,61;958,00
2014-08-20;49,98;49,98;49,98;49,98;80,00
2014-08-19;49,61;49,61;49,61;49,61;8,00
2014-08-18;49,51;49,51;49,43;49,43;1.107,00
2014-08-15;49,51;49,52;49,51;49,52;701,00
2014-08-14;49,505;49,505;49,505;49,505;188,00
2014-08-13;49,51;49,51;49,505;49,505;355,00
2014-08-12;49,53;49,66;49,43;49,66;598,00
2014-08-11;49,13;49,96;49,13;49,96;302,00
2014-08-08;49,36;49,36;49,36;49,36;87,00
